SystemCode;Sum;EDNo;EDDate;EDAuthor;Priority;TransKind;AccDocDate;AccDocNo;PayerName;PayerBIC;PayerCorrespAcc;PayeeName;PayeeBIC;PayeeCorrespAcc;Purpose
02;24;33;2023-08-17;4583001999;1;01;2001-07-13;30;ИВАНОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042406780;30101810300000000780;ИНГУШСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042618783;30101810300000000783;Назначение платежа? Например, порядковый номер ED101 = 33
02;25;34;2023-08-17;4583001999;1;01;2005-11-24;30;ИРКУТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042520700;30101810700000000700;КОМИ РФ АО "РОССЕЛЬХОЗБАНК";048702739;30101810900000000739;Назначение платежа? Например, порядковый номер ED101 = 34
02;58;35;2023-08-17;4583001999;1;01;2006-10-16;30;ПСКОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045805772;30101810900000000772;УФК по Республике Северная Осетия -Алания;049082100;40116810400000010002;Назначение платежа? Например, порядковый номер ED101 = 35
02;47;36;2023-08-17;4583001999;1;01;2011-11-17;52;УФК по Мурманской области;044781102;40116810700000010006;Межрегиональное операционное УФК ;044588100;40116810600000010008;Назначение платежа? Например, порядковый номер ED101 = 36
02;81;37;2023-08-17;4583001999;1;01;2007-12-26;52;УФК по Республике Бурятия ;048140100;40116810881400010001;Минфин России;200000390;40106810845250000023;Назначение платежа? Например, порядковый номер ED101 = 37
02;60;38;2023-08-17;4583001999;1;01;1994-05-30;30;ФМКБ "ДОН-ТЕКСБАНК"ООО В Г.РОСТОВЕ-НА-ДОНУ;046015913;30101810700000000913;КУ ООО "АМТ БАНК" ГК "АСВ";044525073;30101810745250000073;Назначение платежа? Например, порядковый номер ED101 = 38
02;45;39;2023-08-17;4583001999;1;01;2014-06-20;90;КУ ЗАО "С БАНК" - ГК "АСВ";044525106;30101810845250000106;КУ ООО КБ "АДМИРАЛТЕЙСКИЙ" - ГК "АСВ";044525157;30101810645250000157;Назначение платежа? Например, порядковый номер ED101 = 39
02;45;40;2023-08-17;4583001999;1;01;2014-07-16;90;КУ ОАО "ПРБ" - ГК "АСВ";044525368;30101810845250000368;КУ ООО КБ "ОПМ-БАНК" - ГК "АСВ";044525378;30101810945250000378;Назначение платежа? Например, порядковый номер ED101 = 40
02;45;41;2023-08-17;4583001999;1;01;2014-04-30;90;КУ ООО КБ "МОНОЛИТ" - ГК "АСВ";044525391;30101810045250000391;КУ КБ "ГАГАРИНСКИЙ" (АО) - ГК "АСВ";044525429;30101810400000000429;Назначение платежа? Например, порядковый номер ED101 = 41
02;45;42;2023-08-17;4583001999;1;01;2014-08-18;90;КУ ООО КБ "БАНК БФТ" - ГК "АСВ";044525447;30101810245250000447;САРАТОВСКИЙ ФИЛИАЛ ПАО "МЕТКОМБАНК";046311887;30101810663110000887;Назначение платежа? Например, порядковый номер ED101 = 42
02;45;43;2023-08-17;4583001999;1;01;2014-09-23;90;КУ ОАО МКБ "ЗАМОСКВОРЕЦКИЙ" - ГК "АСВ";044525636;30101810645250000636;КУ ОАО БАНК "СОДРУЖЕСТВО"-ГК "АСВ";044525695;30101810945250000695;Назначение платежа? Например, порядковый номер ED101 = 43
02;45;44;2023-08-17;4583001999;1;01;2014-03-19;90;КУ АКБ "ИНВЕСТБАНК" (ОАО)-ГК "АСВ";044525729;30101810345250000729;КУ АО "АРКСБАНК" - ГК "АСВ";044525731;30101810045250000731;Назначение платежа? Например, порядковый номер ED101 = 44
02;45;45;2023-08-17;4583001999;1;01;2011-04-21;90;КУ АКБ "СЛАВЯНСКИЙ БАНК" (ЗАО) ГК "АСВ";044525829;30101810000000000829;КУ БАНК "КЛИЕНТСКИЙ" (АО) - ГК "АСВ";044525932;30101810145250000932;Назначение платежа? Например, порядковый номер ED101 = 45
02;45;46;2023-08-17;4583001999;1;01;2017-03-10;90;КУ ПАО АКБ "РФА" - ГК "АСВ";044525165;30101810145250000165;КУ БАНК "ВПБ" (АО) - ГК "АСВ";044525250;30101810445250000250;Назначение платежа? Например, порядковый номер ED101 = 46
02;45;47;2023-08-17;4583001999;1;01;2016-03-21;90;КУ ПАО АКБ "БАЛТИКА" - ГК "АСВ";044525946;30101810445250000946;КУ АКБ "ВЕК" (АО) - ГК "АСВ";044525784;30101810445250000784;Назначение платежа? Например, порядковый номер ED101 = 47
02;29;48;2023-08-17;4583001999;1;01;2002-02-08;30;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г.КАЛУГА;049205795;30101810000000000770;ООО"АВТОКРЕДИТБАНК";042908770;30101810000000000795;Назначение платежа? Например, порядковый номер ED101 = 48
02;05;49;2023-08-17;4583001999;1;01;2014-12-31;52;УФК по Приморскому краю;000510022;40116810705100010008;АО НКБ "СЛАВЯНБАНК";044959775;30101810900000000775;Назначение платежа? Например, порядковый номер ED101 = 49
02;45;50;2023-08-17;4583001999;1;01;2011-12-28;52;УФК по г. Москве;044584100;40116810800000010004;БУРЯТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048142727;30101810400000000727;Назначение платежа? Например, порядковый номер ED101 = 50
02;53;51;2023-08-17;4583001999;1;01;2000-10-27;30;ОРЕНБУРГСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045354816;30101810000000000816;САХАЛИНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046401747;30101810500000000747;Назначение платежа? Например, порядковый номер ED101 = 51
02;71;52;2023-08-17;4583001999;1;01;2007-02-05;30;ТЮМЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";047102622;30101810800000000622;ЧЕЛЯБИНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";047501821;30101810400000000821;Назначение платежа? Например, порядковый номер ED101 = 52
02;98;53;2023-08-17;4583001999;1;01;2003-02-25;30;ЯКУТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049805771;30101810600000000771;АО "ВЕЛИКИЕ ЛУКИ БАНК";045853729;30101810200000000729;Назначение платежа? Например, порядковый номер ED101 = 53
02;36;54;2023-08-17;4583001999;1;01;1995-10-23;99;Избирком;236000127;40202810536010000001;ФИЛИАЛ КБ "РБА" (ООО) В Г.МАХАЧКАЛА;048209880;30101810900000000880;Назначение платежа? Например, порядковый номер ED101 = 54
02;45;55;2023-08-17;4583001999;1;01;2014-08-25;90;КУ БАНК "СОФРИНО" (ЗАО) - ГК "АСВ";044525375;30101810800000000375;Куйбышевский филиал АКБ "Ланта-Банк" (АО);045004711;30101810750045004711;Назначение платежа? Например, порядковый номер ED101 = 55
02;65;56;2023-08-17;4583001999;1;01;2006-10-16;30;ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;046577971;30101810300000000971;Избирательная комиссия Кировской области;233000221;40301810600000000001;Назначение платежа? Например, порядковый номер ED101 = 56
02;40;57;2023-08-17;4583001999;1;01;2001-10-19;30;Ф-Л "СЕВЕРНАЯ СТОЛИЦА" АО "РАЙФФАЙЗЕНБАНК";044030723;30101810100000000723;СПБ ФИЛИАЛ АКБ "ЛАНТА-БАНК" (АО);044030761;30101810900000000761;Назначение платежа? Например, порядковый номер ED101 = 57
02;54;58;2023-08-17;4583001999;1;01;2005-09-22;30;ОРЛОВСКИЙ ФИЛИАЛ АКБ "ЛАНТА-БАНК" (АО);045402725;30101810600000000725;ЕФ АО "СМП БАНК";046577403;30101810865770000403;Назначение платежа? Например, порядковый номер ED101 = 58
02;45;59;2023-08-17;4583001999;1;01;2017-03-28;90;КУ КБ "ЭКСПРЕСС-КРЕДИТ" (АО) - ГК "АСВ";044525457;30101810345250000457;ДАГЕСТАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048209793;30101810000000000793;Назначение платежа? Например, порядковый номер ED101 = 59
02;27;60;2023-08-17;4583001999;1;01;2002-04-26;30;КАЛИНИНГРАДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";042748878;30101810500000000878;ЛИПЕЦКИЙ РФ АО "РОССЕЛЬХОЗБАНК";044206756;30101810800000000756;Назначение платежа? Например, порядковый номер ED101 = 60
02;89;61;2023-08-17;4583001999;1;01;2001-02-02;30;МОРДОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048952750;30101810900000000750;ПЕНЗЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";045655718;30101810600000000718;Назначение платежа? Например, порядковый номер ED101 = 61
02;63;62;2023-08-17;4583001999;1;01;2002-03-11;30;САРАТОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046311843;30101810500000000843;ТАМБОВСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046850713;30101810600000000713;Назначение платежа? Например, порядковый номер ED101 = 62
02;92;63;2023-08-17;4583001999;1;01;2006-04-10;30;ТАТАРСТАНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049205706;30101810400000000706;ТОМСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";046902711;30101810300000000711;Назначение платежа? Например, порядковый номер ED101 = 63
02;96;64;2023-08-17;4583001999;1;01;2001-08-20;30;ЧЕЧЕНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049690719;30101810600000000719;ЦЕНТРАЛЬНЫЙ БАНК ТУРКМЕНИСТАНА;245001291;30107810200000000038;Назначение платежа? Например, порядковый номер ED101 = 64
02;45;65;2023-08-17;4583001999;1;01;2013-12-30;99;Небанковская кредитная организация-центральный контрагент "Национальный Клиринговый Центр" (Акционерное общество);245001961;30414810700000000001;МЕЖДУНАРОДНЫЙ ВАЛЮТНЫЙ ФОНД;245001228;40808810900007010704;Назначение платежа? Например, порядковый номер ED101 = 65
02;45;66;2023-08-17;4583001999;1;01;2000-12-13;99;Международный банк реконструкции и развития;245001229;40808810300008100103;Национальный банк Республики Беларусь;245001292;30107810000000000034;Назначение платежа? Например, порядковый номер ED101 = 66
02;45;67;2023-08-17;4583001999;1;01;1998-08-19;99;НАЦИОНАЛЬНЫЙ БАНК КЫРГЫЗСКОЙ РЕСПУБЛИКИ;245001293;30107810500000000039;НАЦИОНАЛЬНЫЙ БАНК ГРУЗИИ;245001296;30107810600000000049;Назначение платежа? Например, порядковый номер ED101 = 67
02;45;68;2023-08-17;4583001999;1;01;2014-01-28;99;Банк Евроклир;245009721;30111810100000000001;Новый банк развития;200000405;40808810545010000001;Назначение платежа? Например, порядковый номер ED101 = 68
02;45;69;2023-08-17;4583001999;1;01;2015-11-19;99;Акционерное общество "Национальная система платежных карт";245011006;30219810445010000001;АКБ "ПЕРЕСВЕТ" (ПАО);044525275;30101810145250000275;Назначение платежа? Например, порядковый номер ED101 = 69
02;14;70;2023-08-17;4583001999;1;01;2001-05-14;30;БЕЛГОРОДСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041403740;30101810200000000740;БРЯНСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";041501747;30101810500000000747;Назначение платежа? Например, порядковый номер ED101 = 70
02;11;71;2023-08-17;4583001999;1;01;2000-01-01;99;Избирательная комиссия Архангельской области;211000123;40301810800000000076;УФК по Чукотскому автономному округу;007749104;40116810577490010001;Назначение платежа? Например, порядковый номер ED101 = 71
02;18;72;2023-08-17;4583001999;1;01;2009-01-19;30;ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;045004818;30101810800000000701;НОВОСИБИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;041806701;30101810050040000818;Назначение платежа? Например, порядковый номер ED101 = 72
02;20;73;2023-08-17;4583001999;1;01;2006-01-13;30;ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;042007709;30101810100000000709;УФК по Республике Бурятия;048182100;40116810100000010001;Назначение платежа? Например, порядковый номер ED101 = 73
02;45;74;2023-08-17;4583001999;1;01;1996-03-11;30;МОСКОВСКИЙ ФКБ "ЭНЕРГОТРАНСБАНК" (АО);044525227;30101810245250000227;УДМУРТСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";049401710;30101810100000000710;Назначение платежа? Например, порядковый номер ED101 = 74
02;03;75;2023-08-17;4583001999;1;01;2011-07-29;30;КРАСНОДАРСКИЙ ФИЛИАЛ ПАО РОСБАНК;040349744;30101810403490000744;ФИЛИАЛ "СТАВРОПОЛЬСКИЙ" АО "АЛЬФА-БАНК";040702752;30101810000000000752;Назначение платежа? Например, порядковый номер ED101 = 75
02;08;76;2023-08-17;4583001999;1;01;2011-03-02;52;УФК по Хабаровскому краю;000825040;40116810408250010013;УФК по Московской области;044681102;40116810100000010046;Назначение платежа? Например, порядковый номер ED101 = 76
02;80;77;2023-08-17;4583001999;1;01;2004-06-10;30;БАШКИРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК";048073934;30101810200000000934;МКИБ "РОССИТА-БАНК" ООО;044525747;30101810945250000747;Назначение платежа? Например, порядковый номер ED101 = 77
02;40;78;2023-08-17;4583001999;1;01;2005-02-21;30;СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОСБАНК;044030778;30101810100000000778;АО "МТИ Банк";044525273;30101810545250000273;Назначение платежа? Например, порядковый номер ED101 = 78
02;22;79;2023-08-17;4583001999;1;01;2007-06-09;30;НИЖЕГОРОДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;042202799;30101810500000000799;РОСТОВСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;046015081;30101810760150000081;Назначение платежа? Например, порядковый номер ED101 = 79
02;57;80;2023-08-17;4583001999;1;01;2005-10-24;30;ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;045773873;30101810400000000873;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ООО КБ "ГЕФЕСТ";044030716;30101810900000000716;Назначение платежа? Например, порядковый номер ED101 = 80
02;07;81;2023-08-17;4583001999;1;01;2009-03-26;30;СТАВРОПОЛЬСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;040702750;30101810400000000750;ЧЕЛЯБИНСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;047501982;30101810200000000982;Назначение платежа? Например, порядковый номер ED101 = 81
02;40;82;2023-08-17;4583001999;1;01;2010-05-17;30;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО "РОСДОРБАНК";044030729;30101810900000000729;ХАБАРОВСКИЙ ФИЛИАЛ АКБ "БЭНК ОФ ЧАЙНА"(АО);040813864;30101810800000000864;Назначение платежа? Например, порядковый номер ED101 = 82
02;03;83;2023-08-17;4583001999;1;01;2004-12-31;52;УФК по Краснодарскому краю;040394101;40116810200000010001;КУ ТАУРУС БАНК (АО) - ГК "АСВ";044525072;30101810445250000072;Назначение платежа? Например, порядковый номер ED101 = 83
02;45;84;2023-08-17;4583001999;1;01;2016-06-06;20;ООО МИБ "ДАЛЕНА";044525371;30101810845250000371;АО "ВЛАДБИЗНЕСБАНК";041708706;30101810100000000706;Назначение платежа? Например, порядковый номер ED101 = 84
02;71;85;2023-08-17;4583001999;1;01;1995-08-29;99;ИЗБИРАТЕЛЬНАЯ КОМИССИЯ ТЮМЕНСКОЙ ОБЛАСТИ;271000013;40301810300000000006;УФК по Республике Адыгея;047980101;40116810360800000002;Назначение платежа? Например, порядковый номер ED101 = 85
02;18;86;2023-08-17;4583001999;1;01;2004-09-02;30;ФИЛИАЛ № 9 ПАО КБ "ЦЕНТР-ИНВЕСТ";041806870;30101810100000000870;ФИЛИАЛ "САНКТ-ПЕТЕРБУРГСКИЙ" АО "АЛЬФА-БАНК";044030786;30101810600000000786;Назначение платежа? Например, порядковый номер ED101 = 86
02;45;87;2023-08-17;4583001999;1;01;2015-11-03;90;КУ ОАО "БАНК РОССИЙСКИЙ КРЕДИТ" -ГК "АСВ";044525057;30101810500000000057;ФИЛИАЛ №10 ПАО КБ "ЦЕНТР-ИНВЕСТ";042202717;30101810122020000717;Назначение платежа? Например, порядковый номер ED101 = 87
02;45;88;2023-08-17;4583001999;1;01;2014-10-13;90;КУ ОАО "ЮНИКОРБАНК" - ГК "АСВ";044525397;30101810845250000397;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г.ПЕРМИ;045773713;30101810900000000713;Назначение платежа? Например, порядковый номер ED101 = 88
02;45;89;2023-08-17;4583001999;1;01;1994-07-29;20;КБ "НМБ" ООО;044525852;30101810445250000852;Ф.АКБ "ФОРА-БАНК" (АО) В Г.САНКТ-ПЕТЕРБУРГ;044030831;30101810640300000831;Назначение платежа? Например, порядковый номер ED101 = 89
02;45;90;2023-08-17;4583001999;1;01;2017-07-25;90;КУ КБ "НЕФТЯНОЙ АЛЬЯНС" (ПАО) - ГК "АСВ";044525994;30101810345250000994;АО КБ "РУСНАРБАНК";044525466;30101810145250000466;Назначение платежа? Например, порядковый номер ED101 = 90
02;03;91;2023-08-17;4583001999;1;01;2011-01-11;52;УФК по Краснодарскому краю;040397100;40116810900000010001;АО "ИШБАНК";044525624;30101810945250000624;Назначение платежа? Например, порядковый номер ED101 = 91
02;45;92;2023-08-17;4583001999;1;01;1994-07-29;20;"СОЦИУМ-БАНК" (ООО);044525409;30101810445250000409;КУ ПАО МАБ "ТЕМПБАНК" - ГК "АСВ";044525130;30101810345250000130;Назначение платежа? Например, порядковый номер ED101 = 92
02;45;93;2023-08-17;4583001999;1;01;2016-05-20;90;КУ КБ "ИНТЕРКОММЕРЦ" (ООО) - ГК "АСВ";044525626;30101810545250000626;ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г. ВЛАДИВОСТОК;040507879;30101810905070000879;Назначение платежа? Например, порядковый номер ED101 = 93
02;40;94;2023-08-17;4583001999;1;01;2014-02-11;30;ФИЛИАЛ АКБ "СЛАВИЯ" (АО) В Г.САНКТ-ПЕТЕРБУРГ;044030742;30101810140300000742;АО КБ "ЮНИСТРИМ";044525550;30101810145250000550;Назначение платежа? Например, порядковый номер ED101 = 94
02;92;95;2023-08-17;4583001999;1;01;1994-01-20;20;ООО "АЛТЫНБАНК";049205919;30101810200000000919;ПЕРМСКИЙ Ф-Л ПАО АКБ "МЕТАЛЛИНВЕСТБАНК";045773712;30101810600000000712;Назначение платежа? Например, порядковый номер ED101 = 95
02;45;96;2023-08-17;4583001999;1;01;1994-03-01;20;Банк РМП (АО);044525214;30101810345250000583;АО "Почта Банк";044525583;30101810245250000214;Назначение платежа? Например, порядковый номер ED101 = 96
02;54;97;2023-08-17;4583001999;1;01;2016-04-29;90;КУ БАНК "ЦЕРИХ" (ЗАО)-ГК "АСВ";045402719;30101810700000000719;КУ "БАНК ГОРОД" (АО) - ГК "АСВ";044525584;30101810645250000584;Назначение платежа? Например, порядковый номер ED101 = 97
02;40;98;2023-08-17;4583001999;1;01;2011-08-09;30;САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО "УРИ БАНК";044030819;30101810700000000819;КУ АКБ "ФИНПРОМБАНК" (ПАО) - ГК "АСВ";044525549;30101810745250000549;Назначение платежа? Например, порядковый номер ED101 = 98
